Company,CompanyLocation,Year,BeanOrigin,Continent,CocoaPercent,CocoaBin,IngredientCount,IngredientInitials,Rating
Coppeneur,Germany,2008,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.0
Coppeneur,Germany,2009,Peru,South America,72.0,70-80%,3,"B,S,C",3.0
Coppeneur,Germany,2009,Peru,South America,62.0,60-70%,3,"B,S,C",3.25
Coppeneur,Germany,2009,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.5
Coppeneur,Germany,2009,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.75
Coppeneur,Germany,2010,Ecuador,South America,72.0,70-80%,3,"B,S,C",2.5
Coppeneur,Germany,2010,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.0
Coppeneur,Germany,2010,Trinidad,North America,72.0,70-80%,3,"B,S,C",3.0
Coppeneur,Germany,2010,Grenada,North America,72.0,70-80%,3,"B,S,C",3.25
Coppeneur,Germany,2010,Jamaica,North America,72.0,70-80%,3,"B,S,C",3.25
Coppeneur,Germany,2010,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.25
Coppeneur,Germany,2012,Ghana,Africa,85.0,80-90%,3,"B,S,C",3.5
Coppeneur,Germany,2012,Madagascar,Africa,70.0,60-70%,3,"B,S,C",3.5
Coppeneur,Germany,2012,Blend,Other,72.0,70-80%,3,"B,S,C",3.75
Coppeneur,Germany,2013,Ecuador,South America,65.0,60-70%,4,"B,S,C,L",3.25
Coppeneur,Germany,2017,Ghana,Africa,75.0,70-80%,3,"B,S,C",3.75
Cravve,Australia,2012,Tanzania,Africa,75.0,70-80%,3,"B,S,C",3.25
Cravve,Australia,2012,Brazil,South America,65.0,60-70%,3,"B,S,C",3.25
Cravve,Australia,2012,Fiji,Oceania,67.0,60-70%,3,"B,S,C",3.25
Cravve,Australia,2012,Vanuatu,Oceania,64.0,60-70%,3,"B,S,C",3.25
Cravve,Australia,2012,Papua New Guinea,Oceania,75.0,70-80%,3,"B,S,C",3.5
Cravve,Australia,2014,Papua New Guinea,Oceania,70.0,60-70%,3,"B,S,C",2.5
Cravve,Australia,2014,Vanuatu,Oceania,83.0,80-90%,3,"B,S,C",2.75
Creo,U.S.A.,2016,Ecuador,South America,85.0,80-90%,3,"B,S,C",3.25
Creo,U.S.A.,2016,Ecuador,South America,73.0,70-80%,3,"B,S,C",3.75
Crow and Moss,U.S.A.,2020,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Crow and Moss,U.S.A.,2020,Colombia,South America,70.0,60-70%,2,"B,S",3.25
Crow and Moss,U.S.A.,2020,Ecuador,South America,70.0,60-70%,2,"B,S",3.25
Crow and Moss,U.S.A.,2020,Honduras,North America,70.0,60-70%,2,"B,S",3.5
Crow and Moss,U.S.A.,2021,India,Asia,70.0,60-70%,2,"B,S",3.75
Cultura,U.S.A.,2020,Guatemala,North America,70.0,60-70%,3,"B,S,C",3.25
Cultura,U.S.A.,2020,Haiti,North America,70.0,60-70%,3,"B,S,C",3.5
Cultura,U.S.A.,2020,Belize,North America,75.0,70-80%,3,"B,S,C",3.5
Cultura,U.S.A.,2020,Mexico,North America,70.0,60-70%,3,"B,S,C",3.5
Cuna de Piedra,Mexico,2021,Mexico,North America,73.0,70-80%,2,"B,S",3.75
Daintree,Australia,2011,Australia,Oceania,70.0,60-70%,5,"B,S,C,V,L",3.25
Daintree,Australia,2015,Australia,Oceania,70.0,60-70%,3,"B,S,C",2.75
Dalloway,U.S.A.,2017,Dominican Republic,North America,72.0,70-80%,2,"B,S",2.75
Damson,U.K.,2015,Grenada,North America,70.0,60-70%,3,"B,S,C",2.25
Damson,U.K.,2015,Nicaragua,North America,70.0,60-70%,3,"B,S,C",2.75
Damson,U.K.,2015,Trinidad,North America,70.0,60-70%,3,"B,S,C",3.0
Damson,U.K.,2015,Ecuador,South America,70.0,60-70%,3,"B,S,C",3.5
Damson,U.K.,2018,Blend,Other,65.0,60-70%,4,"B,S,C,L",2.5
Dancing Lion,U.S.A.,2021,Puerto Rico,North America,68.0,60-70%,4,"B,S,C,L",2.5
Dancing Lion,U.S.A.,2021,India,Asia,72.0,70-80%,4,"B,S,C,L",3.0
Dancing Lion,U.S.A.,2021,Peru,South America,72.0,70-80%,4,"B,S,C,L",3.5
Dandelion,U.S.A.,2012,Costa Rica,North America,70.0,60-70%,2,"B,S",3.0
Dandelion,U.S.A.,2012,Colombia,South America,70.0,60-70%,2,"B,S",3.25
Dandelion,U.S.A.,2012,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.75
Dandelion,U.S.A.,2013,Venezuela,South America,70.0,60-70%,2,"B,S",2.75
Dandelion,U.S.A.,2013,Venezuela,South America,70.0,60-70%,2,"B,S",3.25
Dandelion,U.S.A.,2013,Venezuela,South America,70.0,60-70%,2,"B,S",3.5
Dandelion,U.S.A.,2013,Papua New Guinea,Oceania,70.0,60-70%,2,"B,S",3.5
Dandelion,U.S.A.,2014,Liberia,Africa,70.0,60-70%,2,"B,S",2.75
Dandelion,U.S.A.,2014,Belize,North America,70.0,60-70%,2,"B,S",3.5
Dandelion,U.S.A.,2014,Ecuador,South America,70.0,60-70%,2,"B,S",3.5
Dandelion,U.S.A.,2014,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.75
Dandelion,U.S.A.,2015,Belize,North America,70.0,60-70%,2,"B,S",3.0
Dandelion,U.S.A.,2016,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.75
Dandelion,U.S.A.,2017,Costa Rica,North America,70.0,60-70%,2,"B,S",3.0
Dandelion,U.S.A.,2018,Sierra Leone,Africa,70.0,60-70%,2,"B,S",3.0
Dandelion,U.S.A.,2018,Honduras,North America,70.0,60-70%,2,"B,S",3.25
Dandelion,U.S.A.,2018,India,Asia,70.0,60-70%,2,"B,S",3.5
Dandelion,U.S.A.,2019,Vietnam,Asia,70.0,60-70%,2,"B,S",3.5
Dandelion,U.S.A.,2021,Guatemala,North America,70.0,60-70%,2,"B,S",2.75
Dandelion,U.S.A.,2021,India,Asia,70.0,60-70%,2,"B,S",2.75
Dandelion,U.S.A.,2021,Peru,South America,70.0,60-70%,2,"B,S",3.25
Dandelion,U.S.A.,2021,India,Asia,70.0,60-70%,2,"B,S",3.25
Dandelion,U.S.A.,2021,Tanzania,Africa,70.0,60-70%,2,"B,S",3.5
Dandelion,U.S.A.,2021,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.5
Dandelion,U.S.A.,2021,Brazil,South America,70.0,60-70%,2,"B,S",4.0
Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Africa,70.0,60-70%,2,"B,S",3.25
Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Africa,70.0,60-70%,2,"B,S",3.25
Dandelion (Japan),U.S.A.,2021,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.0
Danta,Guatemala,2009,Guatemala,North America,75.0,70-80%,4,"B,S,C,V",3.0
Danta,Guatemala,2009,Guatemala,North America,60.0,50-60%,4,"B,S,C,V",3.25
Danta,Guatemala,2011,Guatemala,North America,60.0,50-60%,4,"B,S,C,V",3.5
Danta,Guatemala,2012,Venezuela,South America,75.0,70-80%,4,"B,S,C,V",3.0
Danta,Guatemala,2012,Guatemala,North America,70.0,60-70%,2,"B,S",3.25
Danta,Guatemala,2012,Guatemala,North America,70.0,60-70%,2,"B,S",3.75
Danta,Guatemala,2012,Madagascar,Africa,70.0,60-70%,2,"B,S",3.75
Danta,Guatemala,2012,Guatemala,North America,70.0,60-70%,2,"B,S",4.0
Danta,Guatemala,2014,Guatemala,North America,82.0,80-90%,4,"B,S,C,V",3.25
DAR,U.S.A.,2016,Venezuela,South America,72.0,70-80%,2,"B,S",2.75
DAR,U.S.A.,2016,Vietnam,Asia,72.0,70-80%,2,"B,S",3.0
DAR,U.S.A.,2016,Blend,Other,70.0,60-70%,2,"B,S",3.25
Darcis,Belgium,2019,Peru,South America,72.0,70-80%,4,"B,S,C,L",3.0
Darcis,Belgium,2019,Vietnam,Asia,70.0,60-70%,4,"B,S,C,L",3.25
Dark Forest,U.S.A.,2015,Madagascar,Africa,70.0,60-70%,3,"B,S,C",3.0
Dark Forest,U.S.A.,2015,Tanzania,Africa,70.0,60-70%,3,"B,S,C",3.0
Dark Forest,U.S.A.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.25
Dark Forest,U.S.A.,2015,Ecuador,South America,70.0,60-70%,3,"B,S,C",3.25
Dark Forest,U.S.A.,2016,Bolivia,South America,75.0,70-80%,3,"B,S,C",3.25
Davis,U.S.A.,2012,Blend,Other,58.0,50-60%,4,"B,S,C,L",3.25
Davis,U.S.A.,2013,Ghana,Africa,70.0,60-70%,4,"B,S,C,L",2.5
Davis,U.S.A.,2013,Dominican Republic,North America,70.0,60-70%,4,"B,S,C,L",2.75
Davis,U.S.A.,2013,Venezuela,South America,70.0,60-70%,4,"B,S,C,L",2.75
De Mendes,Brazil,2015,Brazil,South America,72.0,70-80%,3,"B,S,C",3.5
De Mendes,Brazil,2015,Brazil,South America,65.0,60-70%,3,"B,S,C",3.5
De Villiers,South Africa,2016,Uganda,Africa,70.0,60-70%,3,"B,S,C",2.5
De Villiers,South Africa,2016,Madagascar,Africa,70.0,60-70%,3,"B,S,C",3.0
Dean and Deluca (Belcolade),U.S.A.,2007,Madagascar,Africa,66.0,60-70%,4,"B,S,C,V",2.5
Dean and Deluca (Belcolade),U.S.A.,2007,Costa Rica,North America,64.0,60-70%,4,"B,S,C,V",3.0
Dean and Deluca (Belcolade),U.S.A.,2007,Ecuador,South America,71.0,70-80%,4,"B,S,C,V",3.0
Dean and Deluca (Belcolade),U.S.A.,2007,Ghana,Africa,60.0,50-60%,4,"B,S,C,V",3.0
Dean and Deluca (Belcolade),U.S.A.,2007,Papua New Guinea,Oceania,64.0,60-70%,4,"B,S,C,V",3.0
Dean and Deluca (Belcolade),U.S.A.,2007,Peru,South America,64.0,60-70%,4,"B,S,C,V",3.0
Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,South America,66.0,60-70%,4,"B,S,C,V",3.75
Debauve & Gallais (Michel Cluizel),France,2009,Papua New Guinea,Oceania,64.0,60-70%,4,"B,S,C,V",3.0
Definite,Dominican Republic,2018,Dominican Republic,North America,70.0,60-70%,2,"B,S",2.5
Definite,Dominican Republic,2018,Dominican Republic,North America,70.0,60-70%,2,"B,S",2.5
Definite,Dominican Republic,2018,Dominican Republic,North America,80.0,70-80%,2,"B,S",3.0
Desbarres,Canada,2016,Tanzania,Africa,72.0,70-80%,2,"B,S",2.5
Desbarres,Canada,2019,Guatemala,North America,72.0,70-80%,2,"B,S",3.0
DeVries,U.S.A.,2007,Costa Rica,North America,77.0,70-80%,2,"B,S",3.5
DeVries,U.S.A.,2007,Dominican Republic,North America,77.0,70-80%,2,"B,S",3.5
DeVries,U.S.A.,2008,Bolivia,South America,80.0,70-80%,2,"B,S",2.75
Dick Taylor,U.S.A.,2011,Madagascar,Africa,80.0,70-80%,2,"B,S",2.75
Dick Taylor,U.S.A.,2011,Venezuela,South America,75.0,70-80%,2,"B,S",2.75
Dick Taylor,U.S.A.,2011,Dominican Republic,North America,74.0,70-80%,2,"B,S",3.0
Dick Taylor,U.S.A.,2011,Ecuador,South America,70.0,60-70%,2,"B,S",3.25
Dick Taylor,U.S.A.,2012,Bolivia,South America,75.0,70-80%,2,"B,S",2.75
Dick Taylor,U.S.A.,2013,Ecuador,South America,70.0,60-70%,2,"B,S",3.25
Dick Taylor,U.S.A.,2013,Ecuador,South America,76.0,70-80%,2,"B,S",3.5
Dick Taylor,U.S.A.,2014,Dominican Republic,North America,74.0,70-80%,2,"B,S",3.5
Dick Taylor,U.S.A.,2015,Bolivia,South America,70.0,60-70%,2,"B,S",3.75
Dick Taylor,U.S.A.,2016,Vietnam,Asia,78.0,70-80%,2,"B,S",3.5
Dick Taylor,U.S.A.,2017,Guatemala,North America,70.0,60-70%,2,"B,S",3.75
Dick Taylor,U.S.A.,2017,Brazil,South America,75.0,70-80%,2,"B,S",3.75
Dick Taylor,U.S.A.,2017,Solomon Islands,Oceania,72.0,70-80%,2,"B,S",4.0
Dick Taylor,U.S.A.,2018,Fiji,Oceania,80.0,70-80%,2,"B,S",3.75
Dick Taylor,U.S.A.,2019,Madagascar,Africa,72.0,70-80%,2,"B,S",3.75
Dick Taylor,U.S.A.,2019,Belize,North America,72.0,70-80%,2,"B,S",4.0
Dick Taylor,U.S.A.,2020,Blend,Other,73.0,70-80%,2,"B,S",3.5
Dick Taylor,U.S.A.,2021,Jamaica,North America,75.0,70-80%,2,"B,S",3.75
Dick Taylor,U.S.A.,2021,Mexico,North America,72.0,70-80%,2,"B,S",4.0
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,75.0,70-80%,4,"B,S,C,L",2.5
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,70.0,60-70%,4,"B,S,C,L",2.75
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,65.0,60-70%,4,"B,S,C,L",3.0
Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,Africa,75.0,70-80%,4,"B,S,C,L",3.0
Doble & Bignall,U.K.,2014,Panama,North America,72.0,70-80%,3,"B,S,C",3.25
Doble & Bignall,U.K.,2014,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.25
Doble & Bignall,U.K.,2014,Nicaragua,North America,72.0,70-80%,3,"B,S,C",3.5
Doble & Bignall,U.K.,2015,Venezuela,South America,85.0,80-90%,3,"B,S,C",3.0
Dolfin (Belcolade),Belgium,2006,Blend,Other,70.0,60-70%,3,"B,S,L",1.5
Dolfin (Belcolade),Belgium,2008,Blend,Other,88.0,80-90%,3,"B,S,L",3.0
Domori,Italy,2006,Venezuela,South America,70.0,60-70%,2,"B,S",3.0
Domori,Italy,2006,Peru,South America,70.0,60-70%,2,"B,S",3.25
Domori,Italy,2006,Venezuela,South America,70.0,60-70%,2,"B,S",3.5
Domori,Italy,2007,Venezuela,South America,75.0,70-80%,2,"B,S",3.25
Domori,Italy,2007,Venezuela,South America,60.0,50-60%,2,"B,S",3.25
Domori,Italy,2007,Madagascar,Africa,70.0,60-70%,2,"B,S",3.5
Domori,Italy,2007,Madagascar,Africa,70.0,60-70%,2,"B,S",3.5
Domori,Italy,2007,Indonesia,Asia,70.0,60-70%,2,"B,S",3.75
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",4.0
Domori,Italy,2007,Ecuador,South America,70.0,60-70%,2,"B,S",4.0
Domori,Italy,2007,Venezuela,South America,70.0,60-70%,2,"B,S",4.0
Domori,Italy,2008,Venezuela,South America,70.0,60-70%,2,"B,S",3.0
Domori,Italy,2008,Colombia,South America,70.0,60-70%,2,"B,S",3.0
Domori,Italy,2008,Blend,Other,78.0,70-80%,2,"B,S",3.5
Domori,Italy,2008,Blend,Other,70.0,60-70%,2,"B,S",3.75
Domori,Italy,2010,Venezuela,South America,70.0,60-70%,2,"B,S",3.0
Domori,Italy,2011,Venezuela,South America,70.0,60-70%,2,"B,S",3.5
Domori,Italy,2012,Tanzania,Africa,70.0,60-70%,2,"B,S",3.5
Domori,Italy,2012,Venezuela,South America,70.0,60-70%,2,"B,S",3.75
Domori,Italy,2015,Ecuador,South America,70.0,60-70%,2,"B,S",3.75
Domori,Italy,2015,Venezuela,South America,70.0,60-70%,2,"B,S",3.75
Domori,Italy,2018,Tanzania,Africa,70.0,60-70%,2,"B,S",4.0
Dormouse,U.K.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",2.5
Dormouse,U.K.,2015,Colombia,South America,80.0,70-80%,3,"B,S,C",2.75
Dormouse,U.K.,2015,Madagascar,Africa,77.0,70-80%,3,"B,S,C",2.75
Dormouse,U.K.,2016,Grenada,North America,75.0,70-80%,3,"B,S*,C",2.75
Dormouse,U.K.,2018,Philippines,Asia,71.5,70-80%,3,"B,S*,C",2.75
Dormouse,U.K.,2018,Guatemala,North America,72.0,70-80%,3,"B,S*,C",3.5
Dormouse,U.K.,2018,Peru,South America,80.0,70-80%,2,"B,S*",3.5
Dormouse,U.K.,2021,Belize,North America,78.0,70-80%,3,"B,S,C",3.25
Double Spiral,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,2,"B,S",2.5
Double Spiral,U.S.A.,2019,Tanzania,Africa,70.0,60-70%,2,"B,S",2.75
Double Spiral,U.S.A.,2019,Dominican Republic,North America,75.0,70-80%,2,"B,S",3.0
Duffy's,U.K.,2010,Ecuador,South America,70.0,60-70%,3,"B,S,C",2.5
Duffy's,U.K.,2010,Panama,North America,70.0,60-70%,3,"B,S,C",3.5
Duffy's,U.K.,2010,Ecuador,South America,72.0,70-80%,3,"B,S,C",3.75
Duffy's,U.K.,2010,Peru,South America,70.0,60-70%,3,"B,S,C",3.75
Duffy's,U.K.,2011,Panama,North America,72.0,70-80%,3,"B,S,C",3.0
Duffy's,U.K.,2011,Nicaragua,North America,71.0,70-80%,3,"B,S,C",3.25
Duffy's,U.K.,2011,Dominican Republic,North America,65.0,60-70%,3,"B,S,C",3.5
Duffy's,U.K.,2011,Venezuela,South America,71.0,70-80%,3,"B,S,C",3.5
Duffy's,U.K.,2011,Honduras,North America,72.0,70-80%,3,"B,S,C",3.75
Duffy's,U.K.,2012,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.75
Duffy's,U.K.,2014,Nicaragua,North America,70.0,60-70%,4,"B,S,C,L",3.5
Duffy's,U.K.,2014,Nicaragua,North America,76.0,70-80%,4,"B,S,C,L",3.75
Duffy's,U.K.,2015,Guatemala,North America,70.0,60-70%,4,"B,S,C,L",4.0
Duffy's,U.K.,2017,Nigeria,Africa,70.0,60-70%,4,"B,S,C,L",2.75
Duffy's,U.K.,2018,Guatemala,North America,80.0,70-80%,4,"B,S,C,L",3.25
Duffy's,U.K.,2019,Philippines,Asia,70.0,60-70%,4,"B,S,C,L",3.5
Duffy's,U.K.,2021,Nicaragua,North America,70.0,60-70%,4,"B,S,C,L",3.5
Dulcinea,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Durci,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.25
Durci,U.S.A.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.25
Durci,U.S.A.,2015,Peru,South America,70.0,60-70%,3,"B,S,C",3.5
Durci,U.S.A.,2015,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.5
Durci,U.S.A.,2015,Ecuador,South America,70.0,60-70%,3,"B,S,C",4.0
Durci,U.S.A.,2018,Peru,South America,70.0,60-70%,3,"B,S,C",4.0
East Van Roasters,Canada,2014,Peru,South America,70.0,60-70%,3,"B,S,C",3.25
East Van Roasters,Canada,2014,Madagascar,Africa,70.0,60-70%,3,"B,S,C",3.5
East Van Roasters,Canada,2014,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.75
Eau de Rose,Canada,2016,Colombia,South America,70.0,60-70%,3,"B,S,C",3.25
Eau de Rose,Canada,2016,Colombia,South America,70.0,60-70%,3,"B,S,C",3.25
Eclat (Felchlin),U.S.A.,2012,Peru,South America,72.0,70-80%,3,"B,S,C",2.75
Eclat (Fruition),U.S.A.,2019,Peru,South America,80.0,70-80%,2,"B,S",3.5
Edelmond,Germany,2016,Venezuela,South America,68.0,60-70%,2,"B,S",3.0
El Buen,U.S.A.,2020,Madagascar,Africa,70.0,60-70%,2,"B,S",3.0
El Buen,U.S.A.,2020,Colombia,South America,70.0,60-70%,2,"B,S",3.0
El Ceibo,Bolivia,2008,Bolivia,South America,71.0,70-80%,4,"B,S,C,L",2.75
El Ceibo,Bolivia,2011,Bolivia,South America,75.0,70-80%,4,"B,S,C,L",3.75
El Rey,Venezuela,2006,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",2.75
El Rey,Venezuela,2008,Venezuela,South America,74.0,70-80%,5,"B,S,C,V,L",2.5
El Rey,Venezuela,2008,Venezuela,South America,58.0,50-60%,5,"B,S,C,V,L",2.5
El Rey,Venezuela,2008,Venezuela,South America,61.0,60-70%,5,"B,S,C,V,L",3.0
El Rey,Venezuela,2009,Venezuela,South America,60.5,60-70%,5,"B,S,C,V,L",2.75
El Rey,Venezuela,2009,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",3.0
El Rey,Venezuela,2015,Venezuela,South America,70.0,60-70%,5,"B,S,C,V,L",3.75
Eldora,U.S.A.,2019,Guatemala,North America,70.0,60-70%,3,"B,S,C",3.5
Emerald Estate,St. Lucia,2013,St. Lucia,North America,60.0,50-60%,2,"B,S",2.75
Emerald Estate,St. Lucia,2013,St. Lucia,North America,70.0,60-70%,2,"B,S",3.25
Emily's,Japan,2015,Venezuela,South America,79.0,70-80%,3,"B,S,C",3.0
Emily's,Japan,2015,Peru,South America,78.0,70-80%,3,"B,S,C",3.5
Encuentro,France,2018,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Encuentro,France,2018,Haiti,North America,70.0,60-70%,2,"B,S",3.5
Encuentro,France,2018,Guatemala,North America,70.0,60-70%,2,"B,S",3.5
Encuentro,France,2018,Madagascar,Africa,70.0,60-70%,2,"B,S",3.5
ENNA,U.S.A.,2016,Honduras,North America,75.0,70-80%,2,"B,S",3.25
ENNA,U.S.A.,2018,Vietnam,Asia,72.0,70-80%,2,"B,S",3.0
ENNA,U.S.A.,2019,Sierra Leone,Africa,70.0,60-70%,3,"B,S,C",2.5
ENNA,U.S.A.,2019,Tanzania,Africa,80.0,70-80%,3,"B,S,C",3.0
ENNA,U.S.A.,2019,Trinidad,North America,72.0,70-80%,3,"B,S,C",3.5
Erithaj (A. Morin),France,2014,Vietnam,Asia,80.0,70-80%,3,"B,S,C",3.0
Erithaj (A. Morin),France,2014,Vietnam,Asia,70.0,60-70%,3,"B,S,C",3.25
Erithaj (A. Morin),France,2014,Vietnam,Asia,74.0,70-80%,3,"B,S,C",3.25
Escazu,U.S.A.,2008,Venezuela,South America,72.0,70-80%,4,"B,S,C,V",3.0
Escazu,U.S.A.,2009,Costa Rica,North America,65.0,60-70%,4,"B,S,C,V",2.0
Escazu,U.S.A.,2009,Blend,Other,74.0,70-80%,4,"B,S,C,V",2.75
Escazu,U.S.A.,2009,Venezuela,South America,81.0,80-90%,4,"B,S,C,V",3.5
Escazu,U.S.A.,2012,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",2.75
Escazu,U.S.A.,2021,Blend,Other,65.0,60-70%,3,"B,S,C",3.0
Escazu,U.S.A.,2021,Colombia,South America,70.0,60-70%,2,"B,S",3.5
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,55.0,50-60%,4,"B,S,C,V",2.5
Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,North America,55.0,50-60%,4,"B,S,C,V",2.5
Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,South America,70.0,60-70%,4,"B,S,C,V",2.5
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,62.0,60-70%,4,"B,S,C,V",2.5
Ethel's Artisan (Mars),U.S.A.,2011,Blend,Other,62.0,60-70%,4,"B,S,C,V",2.75
Ethereal,U.S.A.,2014,Belize,North America,80.0,70-80%,3,"B,S,C",3.0
Ethereal,U.S.A.,2014,Ecuador,South America,80.0,70-80%,3,"B,S,C",3.5
Ethereal,U.S.A.,2014,Dominican Republic,North America,80.0,70-80%,3,"B,S,C",3.75
Ethereal,U.S.A.,2018,Guatemala,North America,80.0,70-80%,3,"B,S,C",3.5
Ethereal,U.S.A.,2021,Uganda,Africa,70.0,60-70%,3,"B,S,C",3.0
Exquisito,U.S.A.,2019,Peru,South America,73.0,70-80%,3,"B,S,C",3.0
Fearless (AMMA),U.S.A.,2010,Brazil,South America,75.0,70-80%,2,"B,S",2.75
Feitoria Cacao,Portugal,2016,Venezuela,South America,76.0,70-80%,2,"B,S",2.5
Feitoria Cacao,Portugal,2016,Belize,North America,76.0,70-80%,2,"B,S",2.75
Feitoria Cacao,Portugal,2016,Jamaica,North America,76.0,70-80%,2,"B,S",3.0
Felchlin,Switzerland,2006,Blend,Other,62.0,60-70%,5,"B,S,C,V,L",2.0
Felchlin,Switzerland,2006,Madagascar,Africa,64.0,60-70%,5,"B,S,C,V,L",3.0
Felchlin,Switzerland,2006,Venezuela,South America,65.0,60-70%,5,"B,S,C,V,L",3.0
Felchlin,Switzerland,2006,Dominican Republic,North America,74.0,70-80%,5,"B,S,C,V,L",3.0
Felchlin,Switzerland,2006,Ecuador,South America,72.0,70-80%,5,"B,S,C,V,L",3.5
Felchlin,Switzerland,2006,Bolivia,South America,68.0,60-70%,5,"B,S,C,V,L",4.0
Felchlin,Switzerland,2010,Grenada,North America,58.0,50-60%,5,"B,S,C,V,L",3.5
Finca,U.S.A.,2014,Puerto Rico,North America,65.0,60-70%,3,"B,S,C",2.25
Finca,U.S.A.,2014,Dominican Republic,North America,85.0,80-90%,3,"B,S,C",2.5
Finca,U.S.A.,2014,Dominican Republic,North America,80.0,70-80%,3,"B,S,C",3.0
Finca,U.S.A.,2014,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.25
Finnia,Canada,2020,Honduras,North America,70.0,60-70%,3,"B,S,C",2.75
Finnia,Canada,2020,Colombia,South America,70.0,60-70%,3,"B,S,C",2.75
Finnia,Canada,2020,Mexico,North America,70.0,60-70%,3,"B,S,C",3.0
Finnia,Canada,2020,Blend,Other,70.0,60-70%,3,"B,S,C",3.25
Firetree,U.K.,2019,Philippines,Asia,73.0,70-80%,4,"B,S,C,L",3.25
Firetree,U.K.,2019,Papua New Guinea,Oceania,72.0,70-80%,4,"B,S,C,L",3.5
Firetree,U.K.,2019,Solomon Islands,Oceania,69.0,60-70%,4,"B,S,C,L",3.5
Firetree,U.K.,2019,Vanuatu,Oceania,72.0,70-80%,4,"B,S,C,L",3.75
Five (5)Mile,U.S.A.,2018,Belize,North America,75.0,70-80%,2,"B,S",2.75
Five (5)Mile,U.S.A.,2018,Guatemala,North America,75.0,70-80%,2,"B,S",2.75
Five (5)Mile,U.S.A.,2018,Colombia,South America,75.0,70-80%,2,"B,S",3.0
Five (5)Mile,U.S.A.,2018,Dominican Republic,North America,75.0,70-80%,2,"B,S",3.5
FJAK,Norway,2018,Madagascar,Africa,70.0,60-70%,3,"B,S,C",3.0
FJAK,Norway,2018,India,Asia,68.0,60-70%,3,"B,S,C",3.5
FJAK,Norway,2018,Tanzania,Africa,70.0,60-70%,3,"B,S,C",3.5
Forever Cacao,U.K.,2014,Peru,South America,72.0,70-80%,3,"B,S*,C",2.75
Forteza (Cortes),Puerto Rico,2016,Dominican Republic,North America,70.0,60-70%,6,"B,S,C,V,L,Sa",2.75
Forteza (Cortes),Puerto Rico,2016,Dominican Republic,North America,80.0,70-80%,6,"B,S,C,V,L,Sa",2.75
Fossa,Singapore,2016,Madagascar,Africa,70.0,60-70%,2,"B,S",2.75
Fossa,Singapore,2016,Ecuador,South America,75.0,70-80%,2,"B,S",3.5
Fossa,Singapore,2016,Tanzania,Africa,67.0,60-70%,2,"B,S",3.75
Fossa,Singapore,2018,Dominican Republic,North America,72.0,70-80%,2,"B,S",2.75
Fossa,Singapore,2018,Bolivia,South America,70.0,60-70%,2,"B,S",3.0
Fossa,Singapore,2018,Indonesia,Asia,70.0,60-70%,2,"B,S",3.0
Fossa,Singapore,2018,Philippines,Asia,70.0,60-70%,2,"B,S",3.25
Fossa,Singapore,2018,Haiti,North America,68.0,60-70%,2,"B,S",3.5
Fossa,Singapore,2019,Mexico,North America,70.0,60-70%,2,"B,S",3.0
Fossa,Singapore,2019,Madagascar,Africa,70.0,60-70%,2,"B,S",3.5
